"ComputerName","OS","Version","Build","CPU","Cores","Threads","RAM_GB","FreeRAM_GB","UptimeDays","PowerShell","IsAdmin"
"SHJ-H0647-RYOCH","Microsoft Windows 11 Pro","25H2","26200.9457","12th Gen Intel(R) Core(TM) i5-12400F","6","12","31.8","16.5","0.1","5.1.26100.9444","False"
