"ComputerName","OS","Version","Build","CPU","Cores","Threads","RAM_GB","FreeRAM_GB","UptimeDays","PowerShell","IsAdmin"
"SHJ-H0647-RYOCH","Microsoft Windows 10 专业版","22H2","19045.7725","12th Gen Intel(R) Core(TM) i5-12400F","6","12","31.8","14.9","0","5.1.19041.7725","False"
